id|label|vocoder|language|speaker|script
/GPT/wav/LJ043-0184.wav|fake|tts-1|English|fable|to carry out a carefully planned killing of another human being and was willing to consummate such a purpose if he thought there was sufficient reason to do so.
/LJSpeech/train/wav/LJ016-0227.wav|real|real|English|whose business it was to provide the rope and do the pinioning, and who was paid a fee of five shillings.|
/GPT/wav/LJ032-0225.wav|fake|tts-1|English|alloy|and in many instances the details of these pictures differed from the original, and even from each other, particularly as to the configuration of the rifle.
/LJSpeech/train/wav/LJ002-0286.wav|real|real|English|The rooms had no fireplaces, so it mattered little that no coals were allowed.|
/LJSpeech/train/wav/LJ009-0256.wav|real|real|English|Still he resisted.|
/GPT/wav/LJ050-0106.wav|fake|tts-1|English|shimmer|to devise a practical system which has any reasonable possibility of revealing such malcontents.
/LJSpeech/train/wav/LJ008-0293.wav|real|real|English|Sometimes the Privy Council did not meet for months, and during all that time the convicts languished with hope|
/LJSpeech/train/wav/LJ035-0173.wav|real|real|English|This worker told Barnett that the shots had been fired from a window in the Depository Building,|
/LJSpeech/train/wav/LJ007-0136.wav|real|real|English|But there were others remediable under a better system of management.|
/GPT/wav/LJ021-0059.wav|fake|tts-1|English|fable|The work day and the work week have been shortened.
/GPT/wav/LJ049-0230.wav|fake|tts-1-hd|English|alloy|can and should be recommended by this Commission in the interest of the more efficient protection of the President.
/LJSpeech/train/wav/LJ048-0058.wav|real|real|English|Agent Hosty testified|
/GPT/wav/LJ038-0049.wav|fake|tts-1|English|echo|Although the witnesses did not hear the sound of a misfire,
/GPT/wav/LJ019-0265.wav|fake|tts-1-hd|English|fable|In dietaries, again, the same wide diversity of practice obtained.
/LJSpeech/train/wav/LJ029-0182.wav|real|real|English|may not endorse him in 'sixty-four.|
/GPT/wav/LJ034-0011.wav|fake|tts-1|English|shimmer|measuring approximately eighteen by twelve by fourteen inches which had been moved from a stack along the south wall.
/LJSpeech/train/wav/LJ003-0326.wav|real|real|English|so that the various classes might be seated separately, and so as not to see each other.|
/LJSpeech/train/wav/LJ026-0136.wav|real|real|English|it may be reconverted into starch after journeying as glucose through the plant|
/LJSpeech/train/wav/LJ002-0033.wav|real|real|English|two. The female debtors' side. three. The chapel yard. four. The middle yard.|
/LJSpeech/train/wav/LJ040-0161.wav|real|real|English|Dr. Hartogs recommended that Oswald be placed on probation on condition that he seek help and guidance through a child guidance clinic.|
/GPT/wav/LJ044-0202.wav|fake|tts-1|English|shimmer|by a desire to aid the Castro regime, which President Kennedy so outspokenly criticized.
/LJSpeech/train/wav/LJ042-0053.wav|real|real|English|"Responding to Robert's statement that he had not ""renounced"" him,"|
/GPT/wav/LJ038-0159.wav|fake|tts-1|English|echo|Jarman did talk to Oswald that morning: Quote,
/GPT/wav/LJ008-0063.wav|fake|tts-1|English|nova|while the criminals stand upon it, by two pieces of timber, which are made to slide in and out of the prison wall through apertures made for that purpose.
/LJSpeech/train/wav/LJ038-0232.wav|real|real|English|Marina Oswald stated that when Oswald returned home on the night of the Walker shooting, he told her that he had been planning the attempt for two months.|
/GPT/wav/LJ018-0371.wav|fake|tts-1-hd|English|shimmer|A case reproducing many of the features of the 'Flowery Land' occurred twelve years later, when the crew of the 'Lennie'
/LJSpeech/train/wav/LJ044-0142.wav|real|real|English|of each of his changes of mailing address.|
/GPT/wav/LJ009-0269.wav|fake|tts-1|English|alloy|his chest heaved, and it was evident that his struggle was a fearful one.
/GPT/wav/LJ008-0153.wav|fake|tts-1-hd|English|nova|They were accordingly apprehended and brought to trial, the informer, Hanfield by name, being accepted as king's evidence.
/LJSpeech/train/wav/LJ043-0153.wav|real|real|English|When asked if Oswald requested the note back she testified that, quote, He forgot about it. But apparently|
/LJSpeech/train/wav/LJ028-0080.wav|real|real|English|yet they took an impression of it, and returned it to its owner.|
/LJSpeech/train/wav/LJ001-0009.wav|real|real|English|Printing, then, for our purpose, may be considered as the art of making books by means of movable types.|
/LJSpeech/train/wav/LJ015-0233.wav|real|real|English|A weight of shot was bought and stowed in carpet bags ready to replace exactly the abstracted gold.|
/LJSpeech/train/wav/LJ030-0126.wav|real|real|English|According to plan, the President's motorcade proceeded west through downtown Dallas on Main Street|
/GPT/wav/LJ030-0183.wav|fake|tts-1|English|nova|As he told the driver, quote, Let's get out of here; we are hit, end quote,
/LJSpeech/train/wav/LJ045-0228.wav|real|real|English|On the other hand, he could have traveled some distance with the money he did have and he did return to his room where he obtained his revolver.|
/LJSpeech/train/wav/LJ034-0049.wav|real|real|English|so no conclusions can be drawn as to whether these remaining prints preceded or followed the print developed in Dallas by powder.|
/LJSpeech/train/wav/LJ029-0164.wav|real|real|English|Also on November nineteen, the Morning News reported that the President's motorcade would travel from Love Field along specified streets, then|
/GPT/wav/LJ007-0156.wav|fake|tts-1|English|nova|The whole system, or more correctly the want of system, was baneful and pernicious to the last degree.
/GPT/wav/LJ028-0330.wav|fake|tts-1-hd|English|shimmer|and when the next period agreed on had elapsed, again with a band of picked men he sallied forth, and slaughtered the two thousand.
/LJSpeech/train/wav/LJ033-0041.wav|real|real|English|After dinner Ruth Paine and Marina Oswald were busy cleaning house and preparing their children for bed.|
/LJSpeech/train/wav/LJ029-0114.wav|real|real|English|The route chosen from the airport to Main Street was the normal one, except where Harwood Street was selected as the means of access to Main Street|
/LJSpeech/train/wav/LJ032-0200.wav|real|real|English|One Sunday, while his wife was hanging diapers, Oswald asked her to take a picture of him holding a rifle, a pistol|
/GPT/wav/LJ018-0390.wav|fake|tts-1|English|shimmer|But there were few cases so remarkable as the great ones already recorded.
/GPT/wav/LJ030-0079.wav|fake|tts-1-hd|English|onyx|The agents in this car, under established procedure, had instructions to watch the route for signs of trouble,
/GPT/wav/LJ006-0050.wav|fake|tts-1-hd|English|fable|the Exchequer, the Commissioners of bankruptcy and of taxes; smugglers, and a larger number sentenced for very short terms,
/LJSpeech/train/wav/LJ050-0060.wav|real|real|English|Subversives, ultrarightists, racists and fascists (a) possessing emotional instability or irrational behavior,|
/GPT/wav/LJ035-0099.wav|fake|tts-1|English|nova|Baker, not realizing that there were two elevators, thought that only one elevator was in the shaft and that it was two or three floors above the second floor.
/LJSpeech/train/wav/LJ048-0227.wav|real|real|English|According to their affidavits, the drinking in no case amounted to more than three glasses of beer or one and a half mixed drinks,|
/GPT/wav/LJ016-0241.wav|fake|tts-1|English|echo|Calcraft served the city of London till eighteen seventy-four, when he was pensioned at the rate of twenty-five shillings per week.
/GPT/wav/LJ030-0211.wav|fake|tts-1|English|alloy|Hill jumped from the follow-up car and ran to the President's automobile.
/LJSpeech/train/wav/LJ011-0187.wav|real|real|English|Returning to Carlisle, she now heard that her father had been set free, and had gone home to Shrigley, whither they were to follow him.|
/LJSpeech/train/wav/LJ005-0078.wav|real|real|English|but shall also tend more effectually to preserve the health|
/LJSpeech/train/wav/LJ033-0072.wav|real|real|English|I then stepped off of it and the officer picked it up in the middle and it bent so.|
/GPT/wav/LJ028-0157.wav|fake|tts-1|English|onyx|This river is the Euphrates, a broad, deep, swift stream, which rises in Armenia, and empties itself into the Erythraean Sea.
/LJSpeech/train/wav/LJ016-0357.wav|real|real|English|No time was lost in carrying out the dread ceremony; but it was not completed without some of the officials turning sick, and the moment it was over,|
/LJSpeech/train/wav/LJ046-0124.wav|real|real|English|or with undue persistence.|
/GPT/wav/LJ009-0211.wav|fake|tts-1-hd|English|shimmer|and on the right the ripping chisel, with which the murders had been committed, were exposed to view.
/LJSpeech/train/wav/LJ050-0253.wav|real|real|English|that the job of protecting the President has not been and cannot be exclusively the responsibility of the Secret Service.|
/LJSpeech/train/wav/LJ015-0209.wav|real|real|English|Burgess detailed the whole system of transmission.|
/GPT/wav/LJ042-0008.wav|fake|tts-1-hd|English|nova|of his willingness to act on his beliefs in quite extraordinary ways.
/GPT/wav/LJ037-0261.wav|fake|tts-1-hd|English|alloy|that the jacket belonged to Lee Harvey Oswald, and that when he was arrested at approximately one:fifty p.m., he was in shirt sleeves.
/LJSpeech/train/wav/LJ011-0050.wav|real|real|English|that he appeared to feel deeply the force of the reverend gentleman's observations, especially when the chaplain spoke of|
/GPT/wav/LJ029-0025.wav|fake|tts-1-hd|English|echo|When Governor Connally called at the White House on October four to discuss the details of the visit,
/GPT/wav/LJ037-0252.wav|fake|tts-1|English|alloy|Ted Callaway, who saw the gunman moments after the shooting, testified that Commission Exhibit Number one sixty-two
/GPT/wav/LJ049-0089.wav|fake|tts-1|English|onyx|The murder of Federal judges, U.S. attorneys and marshals, and a number of other specifically designated
/GPT/wav/LJ004-0179.wav|fake|tts-1|English|echo|The allowance of food daily to felons was a fourpenny loaf,
/LJSpeech/train/wav/LJ007-0142.wav|real|real|English|But at Newgate the convicted prisoner, instead of privation and hard fare,|
/GPT/wav/LJ045-0214.wav|fake|tts-1-hd|English|alloy|ended when Marina Oswald hung up and refused to talk to him. Although he may long before have decided on the course he was to follow
/LJSpeech/train/wav/LJ008-0310.wav|real|real|English|which was done with a sort of ceremony intended to be impressive.|
/LJSpeech/train/wav/LJ027-0169.wav|real|real|English|"such as the triton, the salamander, etc., which are therefore called ""caducibranchs,"" but the frog still passes on."|
/LJSpeech/train/wav/LJ019-0253.wav|real|real|English|Even where cells had been built|
/GPT/wav/LJ027-0096.wav|fake|tts-1|English|alloy|as, indeed, she must be according to the derivation theory.
/LJSpeech/train/wav/LJ014-0105.wav|real|real|English|He was lying on his face, his legs tied up to his hips so as to allow of the body fitting into the hole.|
/LJSpeech/train/wav/LJ042-0065.wav|real|real|English|I am shocked! My dreams! I have waited for two years to be accepted.|
/LJSpeech/train/wav/LJ012-0211.wav|real|real|English|Mr. Partridge was sent for, and he with some of the students soon decided that the corpse had not died a natural death.|
/GPT/wav/LJ013-0176.wav|fake|tts-1|English|alloy|also the jewel-box and note-case, from the latter of which was abstracted a ten-pound note known to have been in the possession of the deceased.
/LJSpeech/train/wav/LJ037-0077.wav|real|real|English|Barbara Jeanette Davis and Virginia Davis, were in an apartment of a multiple-unit house on the southeast corner of tenth and Patton|
/LJSpeech/train/wav/LJ023-0109.wav|real|real|English|The Court in addition to the proper use of its judicial functions has improperly set itself up as a third house of the Congress|
/GPT/wav/LJ022-0041.wav|fake|tts-1-hd|English|alloy|Its first objective is to put men and women now on the relief rolls to work and, incidentally,
/GPT/wav/LJ046-0158.wav|fake|tts-1-hd|English|nova|At the time of the assassination, the active PRS general files contained approximately fifty thousand cases
/LJSpeech/train/wav/LJ012-0032.wav|real|real|English|Solomons also established a system of provincial agency, by which stolen goods were passed on from London to the seaports, and so abroad.|
/GPT/wav/LJ039-0028.wav|fake|tts-1-hd|English|echo|was shipped from Los Angeles on March twenty, nineteen sixty-three, and he left for New Orleans on April twenty-four, nineteen sixty-three.
/GPT/wav/LJ015-0180.wav|fake|tts-1-hd|English|nova|was densely crowded, and many curious eyes were turned upon the somewhat remarkable man who occupied the dock.
/GPT/wav/LJ028-0342.wav|fake|tts-1|English|alloy|Thus was Babylon taken for the second time.
/LJSpeech/train/wav/LJ021-0037.wav|real|real|English|In all of these efforts the government has come to the assistance of business|
/GPT/wav/LJ015-0118.wav|fake|tts-1|English|echo|"paid him the compliment of describing him as ""a young man of great intelligence, considerable powers of mind,"
/LJSpeech/train/wav/LJ015-0156.wav|real|real|English|Down at Weybridge, where he had a country place, his name was long remembered with gratitude by the poor.|
/LJSpeech/train/wav/LJ035-0065.wav|real|real|English|Truly also noted at this time that Oswald's hands were empty.|
/LJSpeech/train/wav/LJ043-0117.wav|real|real|English|Oswald apparently concluded that his Fair Play for Cuba Committee activities were not related to his discharge.|
/GPT/wav/LJ011-0278.wav|fake|tts-1|English|shimmer|addressed him, insisting that he should forthwith sign a cheque for the eight hundred pounds of the Canning inheritance still uninvested,
/LJSpeech/train/wav/LJ016-0377.wav|real|real|English|The older officers, with several of whom I have conversed, have thus had unusual opportunities of watching the demeanor of murderers both before trial|
/GPT/wav/LJ011-0206.wav|fake|tts-1-hd|English|nova|By the same forcible means I was compelled to quit England, and to trust myself to the protection of this person,
/LJSpeech/train/wav/LJ030-0102.wav|real|real|English|was in a car following those, quote, containing the local and national representatives, end quote,|
/GPT/wav/LJ027-0025.wav|fake|tts-1-hd|English|shimmer|The facts adduced from morphology, being the result of researches into the structure of adult animals and plants,
/LJSpeech/train/wav/LJ005-0255.wav|real|real|English|The committee was also to report upon the manner in which sentences were carried out, and to recommend any alterations necessary in the rules|
/LJSpeech/train/wav/LJ034-0073.wav|real|real|English|Givens testified that after reaching the first floor, quote,|
/LJSpeech/train/wav/LJ004-0039.wav|real|real|English|They were hopeless of any general reform by the action of the executive alone.|
/GPT/wav/LJ044-0119.wav|fake|tts-1-hd|English|echo|into which Oswald, in his own words, had, quote, thrown himself. He sought advice from the central committee of the Communist Party, U.S.A.,
/GPT/wav/LJ017-0194.wav|fake|tts-1-hd|English|shimmer|that immediately afterwards Mrs. Soames was taken ill with vomiting and purging,
/GPT/wav/LJ033-0137.wav|fake|tts-1-hd|English|echo|It was not a standard type bag which could be obtained in a store and it was presumably made for a particular purpose.
/LJSpeech/train/wav/LJ002-0015.wav|real|real|English|three hundred debtors and nine hundred criminals in Newgate, or twelve hundred prisoners in all.|
/LJSpeech/train/wav/LJ047-0097.wav|real|real|English|Agent Quigley did not know of Oswald's prior FBI record when he interviewed him,|
/GPT/wav/LJ049-0157.wav|fake|tts-1|English|shimmer|and special details protected him in Washington, on trips, and at special functions.
/GPT/wav/LJ023-0129.wav|fake|tts-1|English|shimmer|the only method which was clearly constitutional, and would at the same time carry out other much needed reforms,
/LJSpeech/train/wav/LJ020-0088.wav|real|real|English|It is not a wholesome practice for any woman -- least of all a young girl to be out of bed two hours before she eats her breakfast.|
/LJSpeech/train/wav/LJ047-0062.wav|real|real|English|In March nineteen sixty-three, while attempting to locate Marina Oswald,|
/GPT/wav/LJ022-0107.wav|fake|tts-1|English|alloy|will be spent for actually creating new work and not for building up expensive overhead organizations here in Washington.
/GPT/wav/LJ050-0158.wav|fake|tts-1|English|onyx|the Department hopes to design a practical system which will fully meet the needs of the Protective Research Section of the Secret Service.
/GPT/wav/LJ049-0108.wav|fake|tts-1|English|echo|In addition, the restriction would probably eliminate a need for the requirement which has been urged as necessary for the exercise of Federal power,
/GPT/wav/LJ015-0222.wav|fake|tts-1|English|shimmer|in such a way that Tester had possession of this key for a time.
/LJSpeech/train/wav/LJ018-0110.wav|real|real|English|Much the same plan was adopted by these forgers as by Saward to get their cheques cashed.|
/GPT/wav/LJ016-0288.wav|fake|tts-1-hd|English|shimmer|Müller, Müller, He's the man, till a diversion was created by the appearance of the gallows, which was received with continuous yells.
/LJSpeech/train/wav/LJ038-0231.wav|real|real|English|In her testimony before the Commission in February nineteen sixty-four,|
/LJSpeech/train/wav/LJ014-0228.wav|real|real|English|"generally known by the soubriquet of ""General Haynau,"" a name execrated in England about this time."|
/LJSpeech/train/wav/LJ035-0027.wav|real|real|English|They went through the swinging door and continued at, quote, a good trot, end quote,|
/LJSpeech/train/wav/LJ046-0182.wav|real|real|English|Individuals who are regarded as dangerous to the President|
/LJSpeech/train/wav/LJ026-0012.wav|real|real|English|Haeckel proposed once to include all one-celled animals and plants in a third kingdom to be called Protista (meaning the first of all life).|
/GPT/wav/LJ012-0094.wav|fake|tts-1-hd|English|nova|While the excitement was still fresh, a new robbery of diamonds was committed at a bonded warehouse in the immediate neighborhood, on Custom House Quay.
/LJSpeech/train/wav/LJ012-0035.wav|real|real|English|the number and names on watches, were carefully removed or obliterated after the goods passed out of his hands.|
/LJSpeech/train/wav/LJ047-0112.wav|real|real|English|Knack was aware of the facts known to the FBI and recognized Oswald's false statements.|
/LJSpeech/train/wav/LJ025-0089.wav|real|real|English|The third distinction is based on a completely erroneous conception of the chemical differences|
/LJSpeech/train/wav/LJ016-0410.wav|real|real|English|nodded pleasantly to the governor, who stood just opposite, and then walked briskly towards the execution shed, smiling as he went along.|
/GPT/wav/LJ021-0209.wav|fake|tts-1|English|nova|I prefer and I am sure you prefer that broader definition of liberty under which we are moving forward to greater freedom,
/GPT/wav/LJ025-0003.wav|fake|tts-1|English|echo|The facts dealing with the physiology of organisms, the activities associated with that which we call life
/GPT/wav/LJ012-0128.wav|fake|tts-1|English|onyx|A young man named Caspar, clerk to a steam-ship company,
/GPT/wav/LJ020-0035.wav|fake|tts-1-hd|English|onyx|make into two loaves, then put into well-greased pans and leave for an hour, or until it becomes more than twice the original size of the dough.
/GPT/wav/LJ009-0267.wav|fake|tts-1-hd|English|onyx|When Luigi Buranelli was executed in eighteen fifty-five,
/LJSpeech/train/wav/LJ005-0202.wav|real|real|English|An examination of this report shows how even the most insignificant township had its jail.|
/GPT/wav/LJ028-0303.wav|fake|tts-1|English|alloy|I think they will believe my words and entrust me with a command of troops. Thou, on thy part, must wait
/LJSpeech/train/wav/LJ005-0135.wav|real|real|English|and the average daily number committed that year amounted to three thousand, nine hundred eighty-five.|
/GPT/wav/LJ006-0224.wav|fake|tts-1-hd|English|alloy|"New arrivals, especially the innocent and still guileless debutant, were tormented with rude horse-play, and assailed by the most insulting ""chaff."""
/GPT/wav/LJ028-0506.wav|fake|tts-1-hd|English|echo|A modern artist would have difficulty in doing such accurate work.
/GPT/wav/LJ039-0102.wav|fake|tts-1-hd|English|nova|After familiarization with live ammunition in the twenty-two rifle and the twenty-two pistol,
/GPT/wav/LJ001-0141.wav|fake|tts-1-hd|English|shimmer|The general solidity of a page is much to be sought for
/GPT/wav/LJ049-0143.wav|fake|tts-1|English|echo|Major needs of personnel or other resources might be met more easily on its recommendation than they have been in the past.
/LJSpeech/train/wav/LJ009-0113.wav|real|real|English|whistles merrily, and points upwards with madness in his look.|
/GPT/wav/LJ042-0049.wav|fake|tts-1|English|fable|I never believed I would find more material advantages at this stage of development in the Soviet Union than I might of had in the U.S.
/GPT/wav/LJ016-0047.wav|fake|tts-1|English|fable|But the worst part of the business was to jump from this irksome foothold of the iron grating on to the top of the building just mentioned,
/LJSpeech/train/wav/LJ007-0216.wav|real|real|English|For nearly twenty-two hours out of the twenty-four the prisoners are locked up, during which time no officer is stationed in the ward with them.|
/GPT/wav/LJ022-0171.wav|fake|tts-1-hd|English|shimmer|designed to improve the status of our transportation agencies.
/LJSpeech/train/wav/LJ016-0429.wav|real|real|English|Others talk freely enough on various topics, but principally upon their own cases.|
/LJSpeech/train/wav/LJ015-0194.wav|real|real|English|and behaved so as to justify a belief that he had been a jail-bird all his life.|
/GPT/wav/LJ019-0254.wav|fake|tts-1-hd|English|nova|they were frequently below the standard size, and were therefore not certified for occupation as was required by law.
/LJSpeech/train/wav/LJ028-0445.wav|real|real|English|The mound still farther south is called Amran, because upon its summit stands the tomb of a Mohammedan saint of that name.|
/GPT/wav/LJ006-0113.wav|fake|tts-1-hd|English|shimmer|The authority of these wardsmen so improperly exalted, and so entirely unchecked, degenerated into a baneful despotism.
/LJSpeech/train/wav/LJ026-0042.wav|real|real|English|The lower plants and animals referred to above are so far from everyday observation|
/GPT/wav/LJ006-0057.wav|fake|tts-1-hd|English|alloy|Not only were the wards thus needlessly crammed, and for no reason but the niggardliness of the corporation which refused a proper supply of bedding
/LJSpeech/train/wav/LJ050-0261.wav|real|real|English|from many Government agencies including the Department of Defense and the President's Office of Science and Technology.|
/GPT/wav/LJ037-0220.wav|fake|tts-1|English|nova|Approximately fifteen minutes before the shooting of Tippit, Oswald was seen leaving his roominghouse.
/LJSpeech/train/wav/LJ031-0018.wav|real|real|English|When Parkland Hospital received the notification, the staff in the emergency area was alerted and trauma rooms one and two were prepared.|
/GPT/wav/LJ018-0191.wav|fake|tts-1|English|alloy|Bob was therefore allowed to pass on.
/GPT/wav/LJ017-0176.wav|fake|tts-1-hd|English|onyx|and on her return had administered a dose of something which burnt the mouth badly, but did not prove fatal.
/GPT/wav/LJ047-0105.wav|fake|tts-1-hd|English|shimmer|In Quigley's judgment,
/GPT/wav/LJ043-0106.wav|fake|tts-1-hd|English|shimmer|it didn't do his case any good, end quote.
/LJSpeech/train/wav/LJ006-0293.wav|real|real|English|and the men could also at any time go for tea, coffee, and sugar to Mrs. Brown's shop, which was inside the female gate.|
/LJSpeech/train/wav/LJ025-0066.wav|real|real|English|and his skepticism was the more justified since Ehrenberg in his elaborate and comprehensive work on the infusoria,|
/GPT/wav/LJ004-0052.wav|fake|tts-1|English|alloy|which Howard had eulogized some forty years before.
/LJSpeech/train/wav/LJ028-0047.wav|real|real|English|War broke out between the two brothers, and again Babylon was captured.|
/LJSpeech/train/wav/LJ028-0178.wav|real|real|English|the walls of Babylon were so long and wide and high that all who saw them were amazed.|
/GPT/wav/LJ006-0293.wav|fake|tts-1-hd|English|fable|and the men could also at any time go for tea, coffee, and sugar to Mrs. Brown's shop, which was inside the female gate.
/LJSpeech/train/wav/LJ018-0092.wav|real|real|English|in eighteen fifty-six.|
/GPT/wav/LJ032-0027.wav|fake|tts-1-hd|English|fable|According to its microfilm records, Klein's received an order for a rifle on March thirteen, nineteen sixty-three,
/LJSpeech/train/wav/LJ003-0236.wav|real|real|English|Garnish continued to be demanded long after it had disappeared in other and better-regulated prisons.|
/GPT/wav/LJ011-0009.wav|fake|tts-1|English|echo|Nothing more was heard of the affair, although the lady declared that she had never instructed Fauntleroy to sell.
/LJSpeech/train/wav/LJ050-0146.wav|real|real|English|Automatic data processing|
/LJSpeech/train/wav/LJ011-0040.wav|real|real|English|I find in the chaplain's journal, under date eighteen twenty-four, various entries relative to this prisoner.|
/LJSpeech/train/wav/LJ029-0172.wav|real|real|English|The two Dallas newspapers provided their readers with a steady stream of information and speculation about the trip,|
/LJSpeech/train/wav/LJ010-0172.wav|real|real|English|He saw Prince Albert return there from a visit to Woolwich, and then passed on to Constitution Hill,|
/LJSpeech/train/wav/LJ013-0183.wav|real|real|English|The valet's strange demeanor had attracted attention from the first.|
/GPT/wav/LJ005-0076.wav|fake|tts-1-hd|English|onyx|By the preamble of the first-named act it was declared
/LJSpeech/train/wav/LJ038-0067.wav|real|real|English|As Oswald, handcuffed, was led from the theatre, he was, according to McDonald, quote,|
/GPT/wav/LJ028-0012.wav|fake|tts-1|English|onyx|she realizes that she is bound on the long journey across the desert. Hour after hour she bears you over the hard monotonous plain.
/GPT/wav/LJ004-0121.wav|fake|tts-1-hd|English|onyx|to which a total of upwards of one hundred thousand prisoners had been committed in the year, only twenty-three prisons were divided according to law;
/GPT/wav/LJ032-0170.wav|fake|tts-1-hd|English|fable|the Commission has concluded that the fibers in the tuft on the rifle most probably came from the shirt worn by Oswald when he was arrested,
/LJSpeech/train/wav/LJ015-0273.wav|real|real|English|But Saward's operations were mainly directed to the fabrication and uttering of forged cheques.|
/GPT/wav/LJ036-0021.wav|fake|tts-1-hd|English|echo|On the basis of this punchmark, which was distinctive to each Dallas driver,
/GPT/wav/LJ045-0093.wav|fake|tts-1-hd|English|fable|She said that she, quote, always tried to point out to him that he was a man like any others who were around us. But he simply could not understand that? End quote.
/GPT/wav/LJ050-0230.wav|fake|tts-1|English|fable|Manpower and Technical Assistance From Other Agencies
/GPT/wav/LJ019-0152.wav|fake|tts-1-hd|English|nova|and on entering it found the prisoners engaged in kicking bundles of wood from one end of the ward to the other.
/GPT/wav/LJ006-0150.wav|fake|tts-1-hd|English|nova|and then only went round to count the number.
/LJSpeech/train/wav/LJ010-0098.wav|real|real|English|The police were the first to arrive on the spot, the Guards having entered the street at the wrong end.|
/LJSpeech/train/wav/LJ013-0121.wav|real|real|English|Howse and his accomplice were arrested; the former was found guilty and sentenced to fifteen years, but the latter was acquitted.|
/LJSpeech/train/wav/LJ014-0116.wav|real|real|English|Her arrest was planned, and, when the telegram arrived from London, completed.|
/LJSpeech/train/wav/LJ004-0078.wav|real|real|English|The convicted delinquent has his rights, said Mr. Buxton authoritatively.|
/GPT/wav/LJ015-0174.wav|fake|tts-1|English|shimmer|Thither police officers followed, only to find that he had returned to London.
/LJSpeech/train/wav/LJ021-0079.wav|real|real|English|Nevertheless the gains of trade and industry, as a whole, have been substantial.|
/LJSpeech/train/wav/LJ019-0233.wav|real|real|English|and when it was completed, both sides of the prison were brought into harmony with modern ideas.|
/LJSpeech/train/wav/LJ021-0119.wav|real|real|English|including a few of major importance.|
/GPT/wav/LJ003-0018.wav|fake|tts-1|English|onyx|and discipline maintained by a system open to grave abuses, and which had the prescription of long usage,
/LJSpeech/train/wav/LJ038-0133.wav|real|real|English|Oswald responded that the landlady simply made a mistake, because he told her that his name was Lee, meaning his first name.|
/LJSpeech/train/wav/LJ009-0278.wav|real|real|English|Bousfield slowly drew himself up, and rested with his feet on the right side of the drop.|
/LJSpeech/train/wav/LJ044-0195.wav|real|real|English|was another act which expressed his hostility toward the United States and its institutions as well as a concomitant attachment|
/GPT/wav/LJ038-0065.wav|fake|tts-1|English|shimmer|It is unlikely that any of the police officers referred to Oswald as a suspect in the assassination.
/GPT/wav/LJ025-0094.wav|fake|tts-1-hd|English|fable|Starchy substances, cellulose and sugar,
/LJSpeech/train/wav/LJ050-0194.wav|real|real|English|and should not be relied upon to the detriment of the imaginative application of judgment in special cases.|
/LJSpeech/train/wav/LJ006-0119.wav|real|real|English|When the wardsman was a man of some education, with some knowledge of legal chicanery gained by personal experience, he might add considerably to his emoluments|
/GPT/wav/LJ030-0162.wav|fake|tts-1-hd|English|shimmer|In the Presidential Limousine
/GPT/wav/LJ036-0193.wav|fake|tts-1-hd|English|alloy|Description of Shooting
/LJSpeech/train/wav/LJ003-0243.wav|real|real|English|Ironing was still the rule, not only for the convicted, but for those charged with felonies; only the misdemeanants escaped.|
/GPT/wav/LJ002-0117.wav|fake|tts-1-hd|English|nova|Neild gives, on the authority of Mr. Burchell, the under sheriff of Middlesex,
/GPT/wav/LJ044-0239.wav|fake|tts-1|English|nova|and raises serious questions as to whether or not he ever expected to escape.
/GPT/wav/LJ017-0093.wav|fake|tts-1-hd|English|alloy|and one of the many links in the long chain of evidence was an entry in a book of Palmer's to the effect that Quote.
/LJSpeech/train/wav/LJ007-0119.wav|real|real|English|As a rule, visitors, many of them persons of good position, came and went all day long, and as late as nine at night;|
/LJSpeech/train/wav/LJ030-0086.wav|real|real|English|Vice-Presidential car.|
/GPT/wav/LJ021-0098.wav|fake|tts-1-hd|English|alloy|modifying it where it needs modification and finally making recommendations to the Congress,
/LJSpeech/train/wav/LJ029-0083.wav|real|real|English|On November four, Sorrels told Behn he believed security difficulties at the Trade Mart could be overcome by special precautions.|
/LJSpeech/train/wav/LJ039-0121.wav|real|real|English|and he probably didn't have as high a motivation because he was no longer in recruit training and under the care of the drill instructor.|
/LJSpeech/train/wav/LJ017-0105.wav|real|real|English|Cook's death was horrible|
/LJSpeech/train/wav/LJ002-0272.wav|real|real|English|on the opening of Whitecross prison for debtors in eighteen fifteen.|
/LJSpeech/train/wav/LJ013-0193.wav|real|real|English|Courvoisier, when put on his trial, pleaded not guilty;|
/LJSpeech/train/wav/LJ031-0130.wav|real|real|English|Two men from the President's follow-up car were detailed to help protect the Vice President.|
/LJSpeech/train/wav/LJ025-0152.wav|real|real|English|So that I know not where we can hope to find any absolute distinction between animals and plants, unless we return to their mode of nutrition|
/GPT/wav/LJ008-0150.wav|fake|tts-1-hd|English|alloy|Four years passed without the detection of the murderers,
/GPT/wav/LJ039-0110.wav|fake|tts-1|English|alloy|Based on the general Marine Corps ratings, Lt. Col. A. G. Folsom, Jr.
/GPT/wav/LJ041-0180.wav|fake|tts-1-hd|English|echo|never heard him in any way, shape or form confess that he was a Communist, or that he ever thought about being a Communist, end quote.
/LJSpeech/train/wav/LJ017-0165.wav|real|real|English|As she became worse and worse, Smethurst called in the best medical advice in Richmond,|
/GPT/wav/LJ012-0143.wav|fake|tts-1|English|nova|Money Moses had received the stolen gold-dust from Moss' father-in-law, Davis, or Isaacs, who was never arrested,
